"","category","name","reviewer","review","date","ratings"
"199","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","HeatherandSteve","These pencils are made with ""Upcycled Wood"" (sawdust and offcuts, in effect). I find this means they are less rigid when compared to the traditioal cedar pencils, and though they sharpen smoothly, they do not write as dark. Plus, they lose the classic cedar wood smell. Not a seller fault, purely the product Staedtler have chosen to make.","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"200","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Avon","Great pencils","Reviewed in the United Kingdom on 13 September 2023","5.0 out of 5 stars"
"201","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","Good quality from this brand great for kids","Reviewed in the United Kingdom on 13 February 2024","4.7 out of 5 stars"
"202","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Nicolas","Nice pencils","Reviewed in the United Kingdom on 23 January 2023","5.0 out of 5 stars"
"203","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","As described; perfect for crosswords, nice and clear, easy to sharpen and  soft enough to rub out. Quality!","Reviewed in the United Kingdom on 13 February 2024","3.0 out of 5 stars"
"204","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Mark Silverback","I got the STAEDTLER 122-2 Noris Pencil and it's solid for everyday use. It writes and sketches well with a comfy grip. The built-in eraser is handy for fixing mistakes.The positives: Writes smoothly, easy to use, comfy grip, and the eraser works for light fixes.The negatives: Eraser wears down fast, and the pencil feels a bit light. Erasing a lot might leave faint marks.Overall, it's a good pencil, but the eraser could be sturdier.","Reviewed in the United Kingdom on 12 February 2024","5.0 out of 5 stars"
"205","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","doris","Love these pencils, they are the best brand I know.","Reviewed in the United Kingdom on 27 December 2023","5.0 out of 5 stars"
"206","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Rick Taylor","These are superb, we use them a lot - will buy again :))","Reviewed in the United Kingdom on 19 November 2023","5.0 out of 5 stars"
"207","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Mrs DIY","Hard to beat these pencils, which are easily sharpened.","Reviewed in the United Kingdom on 29 January 2024","4.0 out of 5 stars"
"208","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","dataSaMm","Arrived on time. Great pencils for quality sketching at a great price.","Reviewed in the United Kingdom on 11 January 2024","5.0 out of 5 stars"
"209","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","HeatherandSteve","These pencils are made with ""Upcycled Wood"" (sawdust and offcuts, in effect). I find this means they are less rigid when compared to the traditioal cedar pencils, and though they sharpen smoothly, they do not write as dark. Plus, they lose the classic cedar wood smell. Not a seller fault, purely the product Staedtler have chosen to make.","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"210","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Avon","Great pencils","Reviewed in the United Kingdom on 13 September 2023","5.0 out of 5 stars"
"211","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Allan Dunbar","Effective resuts","Reviewed in the United Kingdom on 24 October 2023","4.7 out of 5 stars"
"212","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Spashscuba","Cheap and reliable basic pencilsEasy to use and no issues foundWould purchase again","Reviewed in the United Kingdom on 23 January 2024","5.0 out of 5 stars"
"213","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Allan Dunbar","Product arrival on time, as stated on advert good price","Reviewed in the United Kingdom on 24 October 2023","3.0 out of 5 stars"
"214","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","LJA","Not the best pencils in the world, some keep braking but overall good for the price and quantity","Reviewed in the United Kingdom on 6 April 2023","5.0 out of 5 stars"
"215","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Product inspector","Sturdy pencils. Handy to always have so many around as we can never find one when we need it. We bought these along with a bumper stack of erasers, sharpeners and rulers. Perfect for progress to secondary school when things tend to “go missing”","Reviewed in the United Kingdom on 29 January 2024","5.0 out of 5 stars"
"216","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Andy Ll","Yep, these are pencils. If you loose a bunch of them then this is the order you need.","Reviewed in the United Kingdom on 30 April 2023","5.0 out of 5 stars"
"217","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Amazon Customer","I love the way that if I draw something wrong I can rub it out with the orange thing in the end, genius","Reviewed in the United Kingdom on 7 July 2023","4.0 out of 5 stars"
"218","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","George","Very good","Reviewed in the United Kingdom on 12 December 2023","5.0 out of 5 stars"
"219","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Chris","Ordered these in September 2023, arrived today (Jan 2024)","Reviewed in the United Kingdom on 14 December 2023","5.0 out of 5 stars"
"220","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","I do not receive my item let me know please","Also sent for township children to help with schooling","Reviewed in the United Kingdom on 13 November 2023","5.0 out of 5 stars"
"221","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Allan Dunbar","Effective resuts","Reviewed in the United Kingdom on 24 October 2023","4.7 out of 5 stars"
"222","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Spashscuba","Cheap and reliable basic pencilsEasy to use and no issues foundWould purchase again","Reviewed in the United Kingdom on 23 January 2024","5.0 out of 5 stars"
"223","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Allan Dunbar","Product arrival on time, as stated on advert good price","Reviewed in the United Kingdom on 24 October 2023","3.0 out of 5 stars"
"224","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","LJA","Not the best pencils in the world, some keep braking but overall good for the price and quantity","Reviewed in the United Kingdom on 6 April 2023","5.0 out of 5 stars"
"225","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Product inspector","Sturdy pencils. Handy to always have so many around as we can never find one when we need it. We bought these along with a bumper stack of erasers, sharpeners and rulers. Perfect for progress to secondary school when things tend to “go missing”","Reviewed in the United Kingdom on 29 January 2024","5.0 out of 5 stars"
"226","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Andy Ll","Yep, these are pencils. If you loose a bunch of them then this is the order you need.","Reviewed in the United Kingdom on 30 April 2023","5.0 out of 5 stars"
"227","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Amazon Customer","I love the way that if I draw something wrong I can rub it out with the orange thing in the end, genius","Reviewed in the United Kingdom on 7 July 2023","4.0 out of 5 stars"
"228","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","George","Very good","Reviewed in the United Kingdom on 12 December 2023","5.0 out of 5 stars"
"229","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Chris","Ordered these in September 2023, arrived today (Jan 2024)","Reviewed in the United Kingdom on 14 December 2023","5.0 out of 5 stars"
"230","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","I do not receive my item let me know please","Also sent for township children to help with schooling","Reviewed in the United Kingdom on 13 November 2023","5.0 out of 5 stars"
"231","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Allan Dunbar","Effective resuts","Reviewed in the United Kingdom on 24 October 2023","4.7 out of 5 stars"
"232","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Spashscuba","Cheap and reliable basic pencilsEasy to use and no issues foundWould purchase again","Reviewed in the United Kingdom on 23 January 2024","5.0 out of 5 stars"
"233","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Allan Dunbar","Product arrival on time, as stated on advert good price","Reviewed in the United Kingdom on 24 October 2023","3.0 out of 5 stars"
"234","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","LJA","Not the best pencils in the world, some keep braking but overall good for the price and quantity","Reviewed in the United Kingdom on 6 April 2023","5.0 out of 5 stars"
"235","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Product inspector","Sturdy pencils. Handy to always have so many around as we can never find one when we need it. We bought these along with a bumper stack of erasers, sharpeners and rulers. Perfect for progress to secondary school when things tend to “go missing”","Reviewed in the United Kingdom on 29 January 2024","5.0 out of 5 stars"
"236","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Andy Ll","Yep, these are pencils. If you loose a bunch of them then this is the order you need.","Reviewed in the United Kingdom on 30 April 2023","5.0 out of 5 stars"
"237","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Amazon Customer","I love the way that if I draw something wrong I can rub it out with the orange thing in the end, genius","Reviewed in the United Kingdom on 7 July 2023","4.0 out of 5 stars"
"238","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","George","Very good","Reviewed in the United Kingdom on 12 December 2023","5.0 out of 5 stars"
"239","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Chris","Ordered these in September 2023, arrived today (Jan 2024)","Reviewed in the United Kingdom on 14 December 2023","5.0 out of 5 stars"
"240","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","I do not receive my item let me know please","Also sent for township children to help with schooling","Reviewed in the United Kingdom on 13 November 2023","5.0 out of 5 stars"
"241","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","james","Ideal for hobby woodwork machine work resistant to shock.","Reviewed in the United Kingdom on 24 December 2023","4.5 out of 5 stars"
"242","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Nic","they are value for money","Reviewed in the United Kingdom on 15 May 2021","5.0 out of 5 stars"
"243","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","james","Little too high price..","Reviewed in the United Kingdom on 24 December 2023","3.0 out of 5 stars"
"244","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Paula Hammond","not sure about price but nice to have a pencil on hand with rubber on top","Reviewed in the United Kingdom on 13 September 2021","5.0 out of 5 stars"
"245","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Kristine","Great Quality Pencils. These Bic pencils are easy to sharpen which is the main reason I like to buy them and the dont break when writing. Good value too.","Reviewed in the United Kingdom on 4 September 2021","5.0 out of 5 stars"
"246","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","MR K S ABBOTT","Flimsy... They feel almost like they're going to bend in your hand, so drawing feels weird... But I guess that's the shock absorbing part... 3* from me because I don't like the soft bendy feel.","Reviewed in the United Kingdom on 7 January 2024","5.0 out of 5 stars"
"247","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Sunny Diya","The pencils does not write nice and the edge is very sensitive","Reviewed in the United Kingdom on 3 September 2021","4.0 out of 5 stars"
"248","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Nic","My favourite pencils! Just perfect","Reviewed in the United Kingdom on 15 May 2021","5.0 out of 5 stars"
"249","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","manti","They snap like any pencil. Write very faint","Reviewed in the United Kingdom on 6 May 2021","3.0 out of 5 stars"
"250","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Urszula","Everything spot on","Reviewed in the United Kingdom on 3 April 2021","2.0 out of 5 stars"
"251","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","james","Ideal for hobby woodwork machine work resistant to shock.","Reviewed in the United Kingdom on 24 December 2023","4.5 out of 5 stars"
"252","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Nic","they are value for money","Reviewed in the United Kingdom on 15 May 2021","5.0 out of 5 stars"
"253","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","james","Little too high price..","Reviewed in the United Kingdom on 24 December 2023","3.0 out of 5 stars"
"254","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Paula Hammond","not sure about price but nice to have a pencil on hand with rubber on top","Reviewed in the United Kingdom on 13 September 2021","5.0 out of 5 stars"
"255","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Kristine","Great Quality Pencils. These Bic pencils are easy to sharpen which is the main reason I like to buy them and the dont break when writing. Good value too.","Reviewed in the United Kingdom on 4 September 2021","5.0 out of 5 stars"
"256","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","MR K S ABBOTT","Flimsy... They feel almost like they're going to bend in your hand, so drawing feels weird... But I guess that's the shock absorbing part... 3* from me because I don't like the soft bendy feel.","Reviewed in the United Kingdom on 7 January 2024","5.0 out of 5 stars"
"257","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Sunny Diya","The pencils does not write nice and the edge is very sensitive","Reviewed in the United Kingdom on 3 September 2021","4.0 out of 5 stars"
"258","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Nic","My favourite pencils! Just perfect","Reviewed in the United Kingdom on 15 May 2021","5.0 out of 5 stars"
"259","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","manti","They snap like any pencil. Write very faint","Reviewed in the United Kingdom on 6 May 2021","3.0 out of 5 stars"
"260","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Urszula","Everything spot on","Reviewed in the United Kingdom on 3 April 2021","2.0 out of 5 stars"
"261","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","james","Ideal for hobby woodwork machine work resistant to shock.","Reviewed in the United Kingdom on 24 December 2023","4.5 out of 5 stars"
"262","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Nic","they are value for money","Reviewed in the United Kingdom on 15 May 2021","5.0 out of 5 stars"
"263","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","james","Little too high price..","Reviewed in the United Kingdom on 24 December 2023","3.0 out of 5 stars"
"264","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Paula Hammond","not sure about price but nice to have a pencil on hand with rubber on top","Reviewed in the United Kingdom on 13 September 2021","5.0 out of 5 stars"
"265","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Kristine","Great Quality Pencils. These Bic pencils are easy to sharpen which is the main reason I like to buy them and the dont break when writing. Good value too.","Reviewed in the United Kingdom on 4 September 2021","5.0 out of 5 stars"
"266","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","MR K S ABBOTT","Flimsy... They feel almost like they're going to bend in your hand, so drawing feels weird... But I guess that's the shock absorbing part... 3* from me because I don't like the soft bendy feel.","Reviewed in the United Kingdom on 7 January 2024","5.0 out of 5 stars"
"267","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Sunny Diya","The pencils does not write nice and the edge is very sensitive","Reviewed in the United Kingdom on 3 September 2021","4.0 out of 5 stars"
"268","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Nic","My favourite pencils! Just perfect","Reviewed in the United Kingdom on 15 May 2021","5.0 out of 5 stars"
"269","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","manti","They snap like any pencil. Write very faint","Reviewed in the United Kingdom on 6 May 2021","3.0 out of 5 stars"
"270","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Urszula","Everything spot on","Reviewed in the United Kingdom on 3 April 2021","2.0 out of 5 stars"
"271","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Fred","They don't break, they have a nice look and they are overall really nice. I would definitely recommend for back to school.","Reviewed in the United Kingdom on 14 September 2023","4.5 out of 5 stars"
"272","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kyle","Good quality & value for money","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"273","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Fred","As described decent pencils","Reviewed in the United Kingdom on 14 September 2023","3.0 out of 5 stars"
"274","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Amazon Customer","Image seems to indicate they pack came with a pen but it doesn't. Pencils are fine enough, slight bend to them, rubbers are mid.","Reviewed in the United Kingdom on 3 September 2023","5.0 out of 5 stars"
"275","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","PillaF","Good price cannot comment further as back to school item and not yet used","Reviewed in the United Kingdom on 9 October 2023","5.0 out of 5 stars"
"276","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kir","These branded pencils great grip","Reviewed in the United Kingdom on 26 October 2023","5.0 out of 5 stars"
"277","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","kevin w","The wood used for the pencils are nice and soft and unfortunately so is the graphite, therefore these require a lot of sharpening to keep sharp and don’t last overly long.","Reviewed in the United Kingdom on 15 August 2023","4.0 out of 5 stars"
"278","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Christine F.","Well, not much to say. They are pencils with an eraser that works 🤣","Reviewed in the United Kingdom on 21 August 2023","5.0 out of 5 stars"
"279","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kyle","Very good value for these pencils. Very pleased.","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"280","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","diane woodward","No pen included like there is shown in the picture. Fast delivery.","Reviewed in the United Kingdom on 24 July 2023","3.0 out of 5 stars"
"281","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Fred","They don't break, they have a nice look and they are overall really nice. I would definitely recommend for back to school.","Reviewed in the United Kingdom on 14 September 2023","4.5 out of 5 stars"
"282","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kyle","Good quality & value for money","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"283","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Fred","As described decent pencils","Reviewed in the United Kingdom on 14 September 2023","3.0 out of 5 stars"
"284","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Amazon Customer","Image seems to indicate they pack came with a pen but it doesn't. Pencils are fine enough, slight bend to them, rubbers are mid.","Reviewed in the United Kingdom on 3 September 2023","5.0 out of 5 stars"
"285","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","PillaF","Good price cannot comment further as back to school item and not yet used","Reviewed in the United Kingdom on 9 October 2023","5.0 out of 5 stars"
"286","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kir","These branded pencils great grip","Reviewed in the United Kingdom on 26 October 2023","5.0 out of 5 stars"
"287","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","kevin w","The wood used for the pencils are nice and soft and unfortunately so is the graphite, therefore these require a lot of sharpening to keep sharp and don’t last overly long.","Reviewed in the United Kingdom on 15 August 2023","4.0 out of 5 stars"
"288","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Christine F.","Well, not much to say. They are pencils with an eraser that works 🤣","Reviewed in the United Kingdom on 21 August 2023","5.0 out of 5 stars"
"289","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kyle","Very good value for these pencils. Very pleased.","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"290","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","diane woodward","No pen included like there is shown in the picture. Fast delivery.","Reviewed in the United Kingdom on 24 July 2023","3.0 out of 5 stars"
"291","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Fred","They don't break, they have a nice look and they are overall really nice. I would definitely recommend for back to school.","Reviewed in the United Kingdom on 14 September 2023","4.5 out of 5 stars"
"292","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kyle","Good quality & value for money","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"293","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Fred","As described decent pencils","Reviewed in the United Kingdom on 14 September 2023","3.0 out of 5 stars"
"294","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Amazon Customer","Image seems to indicate they pack came with a pen but it doesn't. Pencils are fine enough, slight bend to them, rubbers are mid.","Reviewed in the United Kingdom on 3 September 2023","5.0 out of 5 stars"
"295","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","PillaF","Good price cannot comment further as back to school item and not yet used","Reviewed in the United Kingdom on 9 October 2023","5.0 out of 5 stars"
"296","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kir","These branded pencils great grip","Reviewed in the United Kingdom on 26 October 2023","5.0 out of 5 stars"
"297","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","kevin w","The wood used for the pencils are nice and soft and unfortunately so is the graphite, therefore these require a lot of sharpening to keep sharp and don’t last overly long.","Reviewed in the United Kingdom on 15 August 2023","4.0 out of 5 stars"
"298","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Christine F.","Well, not much to say. They are pencils with an eraser that works 🤣","Reviewed in the United Kingdom on 21 August 2023","5.0 out of 5 stars"
"299","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kyle","Very good value for these pencils. Very pleased.","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"300","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","diane woodward","No pen included like there is shown in the picture. Fast delivery.","Reviewed in the United Kingdom on 24 July 2023","3.0 out of 5 stars"
